,id,listing_type,property_type,last_price,num_bedrooms,num_bathrooms,has_pool,has_terrace,surface_total
63,f2427bb84fe05ff3f3420454bc90fa70,for-sale,apartment,12150000,2.0,3.0,0,0,148.0
64,d7822e516763035110ae24f5de6fb90f,for-sale,apartment,10385519,2.0,2.0,0,0,122.0
65,adc275011563b2b239051526e7bd8e88,for-sale,apartment,6300000,2.0,2.0,0,1,108.0
66,5c4a85da47a9318d42301ed5cef4e13a,for-sale,apartment,7300000,2.0,2.0,0,0,100.0
67,80e910802aa6fc4e80bb513df65eb6aa,for-sale,house,17000000,3.0,2.5,0,1,195.0
68,6cb7dca4e98fdf7d7460fd0b10eaa8d2,for-sale,house,8500000,5.0,4.0,0,1,299.0
69,95ab0c12653281a3b77ff0d71cbef8e6,for-sale,apartment,7620630,2.0,2.0,0,1,92.0
70,95c07da65583c3e67aa318f30eb69324,for-sale,apartment,4440000,2.0,2.0,0,1,74.0
71,9638537ef1b6963b5e9a975370984889,for-sale,apartment,6604900,2.0,2.0,0,1,90.0
72,4cfe05110e7adefd18621cf84c894997,for-sale,apartment,3600000,2.0,1.0,0,0,47.0
73,964ea3256a29c9df079ab687626cbd2c,for-sale,apartment,7800000,2.0,2.0,0,1,85.0
74,36196a56a9364db5cae5bb5a0b5a9c41,for-sale,apartment,4500000,2.0,2.0,0,0,65.0
75,4a297815528989e5ccf7cf2d8a1201ca,for-rent,house,28000,1.0,1.0,0,0,90.0
76,21c39dcd622f50561e15649da3cba74b,for-sale,apartment,8084192,2.0,2.0,0,1,126.0
77,0c410b6ca7a21d33b0ff3e9242b8e91a,for-rent,apartment,48000,2.0,2.0,0,1,143.0
78,4c25ba0cdde5fe08bcb4013eaa7cdeaa,for-sale,house,41000000,6.0,5.0,0,0,324.0
79,657d431a74a78ae96378226fd643b561,for-sale,apartment,2895000,1.0,1.0,0,0,43.86
80,65bcc97d36544407f581c33dc5078f56,for-sale,apartment,4870000,1.0,1.0,0,1,62.0
81,63f81d5eb2aae2d7b1c43374b0a8f3ec,for-sale,apartment,7980000,2.0,2.0,0,1,118.0
82,8e42c5ca12d5ee42e875b324b14c7625,for-rent,apartment,32000,2.0,2.0,0,0,100.0
83,3ed5ab093881aa08eab4152ba0331664,for-sale,apartment,6000000,2.0,1.0,0,0,70.0
84,3edd03a235e7a311323d0deeaf463298,for-sale,apartment,3600000,1.0,1.0,0,1,48.0
85,63ba30d1d9ac641e9a5afeab12545384,for-sale,apartment,5254965,2.0,1.0,0,1,67.95
86,643673d470238273334ae2172b9dfa5a,for-rent,apartment,30000,2.0,1.0,0,0,100.0
87,913605213e0308077ea4ba90c70282ee,for-sale,apartment,4599000,1.0,1.0,0,1,50.0
88,3ea6a634271f6286a7f5e96abdf9a78c,for-sale,apartment,11800000,3.0,3.0,0,1,240.0
89,3f702f0e29af4333081f982b17c7601c,for-rent,apartment,42000,2.0,2.0,0,0,114.0
90,3f71f33f386f548113589bb2ebf289fe,for-rent,apartment,27700,1.0,1.0,0,0,42.0
91,907d2d49c155020f07a2ca275d58f662,for-sale,apartment,8200000,2.0,1.0,0,0,100.0
92,8d937c6a8a30daee7f74aab8416f46c1,for-rent,apartment,27500,1.0,1.0,0,0,42.0
93,8e77e4f41052629b349843115573ef17,for-sale,apartment,7700000,2.0,2.0,0,1,117.0
94,36df1daf2d8a4181c549baa9b9506a7f,for-rent,apartment,38000,3.0,2.0,0,0,110.0
95,90233c1d7482b67641191175df6b15e0,for-sale,apartment,2810871,1.0,1.0,0,1,34.0
96,877b1b053eb5ac17ce6c9a6d18da007a,for-sale,apartment,7960000,3.0,2.0,0,1,134.0
97,94fbf256d5bca22eeadd94c7a1bd0c4f,for-sale,apartment,12900000,2.0,3.0,0,1,162.0
98,46eb00e288e439ad3e6dcb3ca39aa0e2,for-sale,apartment,8135513,2.0,2.0,0,1,102.0
99,869acdcb157c5569d119db6509830bdc,for-sale,apartment,3024605,1.0,1.0,0,1,39.62
100,47f800c05610ed62e759f3a2e1b297ea,for-sale,apartment,3782996,1.0,1.0,0,0,39.0
101,d0338b44c43668fd9174ca68bbfd64d6,for-sale,apartment,5806000,3.0,2.0,0,0,115.0
102,b710d1ad3e0e4c07d7d29b1e41f939fc,for-sale,apartment,6570000,2.0,0.0,1,1,110.0
103,8e7ce7263ecf66d3591ad4d033d06776,for-sale,apartment,6520000,2.0,2.0,0,1,89.0
104,5c15186f3258a06bcc533da9900e0d6f,for-sale,house,1087000,0.0,1.0,1,0,70.0
105,b8d21e5fbf72b86e987802a2f3268fc9,for-sale,apartment,7900000,2.0,2.0,0,1,91.0
106,b8f61ce77d28b19fc42ba874cb4ac5d4,for-sale,apartment,9750000,3.0,2.0,0,0,130.0
107,af7ba3102da8d09f2e80c66ce9c81b72,for-rent,apartment,24800,2.0,1.0,0,1,117.0
108,1c10ec098987f2c22147941da5e1a665,for-sale,apartment,9514820,2.0,2.0,0,0,145.0
109,616e71f4442df402d7c1ce7b949d3339,for-rent,house,250000,5.0,3.0,0,1,450.0
110,f87f793c38c07d6efe8f19efccc7bcaf,for-sale,apartment,4105683,1.0,1.0,0,1,43.0
111,22660c682b1c2a3d313116d9d6457847,for-rent,apartment,49000,2.0,2.0,0,0,78.0
112,924ef8a1a02eda036813359192b8c437,for-sale,apartment,7000000,2.0,2.0,0,1,75.0
113,bb7deec8438abd3b5f89d473a6dd41fb,for-rent,apartment,22500,2.0,2.0,0,1,65.0
114,7df028c04634d56c59f997835a904d0c,for-rent,apartment,40000,3.0,2.0,1,1,170.0
115,0815e08d84e6c81d91909a1814e35620,for-rent,apartment,46000,3.0,2.0,0,1,109.0
116,1662294d713690052381e73c480a5aae,for-rent,apartment,34000,2.0,2.0,0,0,120.0
117,5b5d08dd7f9a3517dc990cdc0094aafb,for-sale,apartment,11200000,2.0,2.0,0,1,177.0
118,9f400f83136f6cb1bbbf6fd632c91879,for-sale,apartment,4100000,2.0,2.0,0,1,64.0
119,a9a8c317c98414eee1c89d8bcd79ce27,for-sale,apartment,9130000,1.0,1.0,0,0,99.0
120,2f50283ecef1ac8a960596769a39951d,for-sale,apartment,6604900,2.0,2.0,0,1,83.23
121,0a4790300046ff16227eebbfc46c0dc1,for-sale,apartment,3311853,1.0,1.0,0,0,32.0
122,0bacb0b8443ce48fb9d0dcd201ba137d,for-sale,apartment,6720000,2.0,2.0,0,1,77.7
123,812ea0a19c27399970b19dafff70a625,for-sale,apartment,8002205,2.0,2.0,0,1,112.0
124,2e818ddb80d5699a452f001d00b8a690,for-sale,apartment,3360000,2.0,1.0,1,1,40.0
125,2ebe2e4bd6f06f3ce3457519e26d4f48,for-sale,apartment,5800000,2.0,2.0,0,1,110.0
126,306ef4fb4ad9220975580a992133d915,for-sale,apartment,7889440,2.0,2.0,0,1,103.9
127,2e04217ba6b80e263fb2c6a4c1c771ea,for-sale,apartment,4500000,2.0,2.0,0,1,60.0
128,2e13ef6d553624ff67076f4fbd2e6d35,for-sale,apartment,8300000,2.0,2.0,0,1,96.0
129,308112d754560686d14cc8f1997bfa98,for-sale,apartment,6800000,2.0,2.0,0,1,90.85
130,3082b8a2b2692ff0e5ab33cb263f2d75,for-sale,apartment,6090000,1.0,1.0,0,1,62.0
131,2e7ca11fb511dcfe3330d290bedc6fed,for-sale,apartment,8950000,2.0,2.0,0,1,121.0
132,30efb9f1983c277a21833f8c2e15b20e,for-sale,apartment,5200000,3.0,2.0,0,0,110.0
133,33eebf8239e92024cfe7e9f4f831e5cd,for-sale,apartment,8974000,3.0,3.0,0,1,143.53
134,3140dd5299d7b1ea851045793f4b3e03,for-sale,apartment,7620630,2.0,2.0,0,1,92.0
135,30f8a9549f0eddb443882ac53b100078,for-sale,apartment,5500000,2.0,2.0,0,1,93.0
136,b8cd108fee919576a3d48c35f2a0b0b7,for-sale,apartment,3845000,1.0,1.0,0,1,74.0
137,32f512e881877132e279cd954ac38b2e,for-sale,apartment,3933906,1.0,1.0,1,1,39.0
138,b8d806b94b1353efb453bd8d680f3503,for-sale,apartment,3221203,1.0,1.0,1,0,34.0
139,b8e61d924a3cedc3f1d3e3c120ac4235,for-sale,apartment,3311853,0.0,1.0,0,1,31.9
140,338260a863b865ce619e07d07512b238,for-sale,apartment,2800000,1.0,1.0,0,1,34.0
141,b8fa5be7baef9750c7e5603fd7395283,for-sale,apartment,4946130,2.0,2.0,0,1,78.51
142,b913dd4f54fc915388f5a5cf4d0f31a2,for-sale,apartment,4756150,2.0,2.0,0,1,78.37
143,3305623337c097782409a344a4c66c58,for-sale,apartment,4620000,2.0,2.0,0,1,62.0
144,b7aec66cdc745f6d4cf5ed4608c58ad5,for-sale,apartment,4906583,1.0,1.0,0,1,42.0
145,331bae863feb7323fd6312d49552f76d,for-sale,apartment,7900000,2.0,2.0,0,1,167.0
146,b7bc13532efa160cc7c4e3f6e084aed4,for-rent,apartment,42000,1.0,1.5,0,1,78.0
147,332da44586c7f55a81a41f1ed90d1620,for-sale,apartment,4829620,2.0,2.0,0,1,74.9
148,b7d0990045a0a3c9cfaae80bc7c4a045,for-sale,apartment,4982720,2.0,2.0,0,1,81.19
149,b814c06522d5841deb8f92405c6b2574,for-sale,apartment,8084192,2.0,2.0,0,1,126.0
150,31f851e5675a5987b3d4d29e44a90055,for-sale,apartment,4980544,1.0,1.0,1,1,66.0
151,320a1f3af944ee92b7e3fc01f94fc284,for-rent,apartment,19900,2.0,1.0,0,0,64.0
152,320a992bec49692fd18968500ffbfbbe,for-sale,apartment,4911000,2.0,2.0,0,1,64.0
153,322c32a9a0714f874e3e84dccdc01775,for-sale,apartment,4625000,1.0,1.0,1,1,50.0
154,b99a977381722b15196b3be628e53985,for-rent,apartment,44000,2.0,2.5,0,0,176.0
155,b8593fd35c425c213c4410d0e1e0db40,for-sale,apartment,5400000,2.0,2.0,0,1,83.0
156,0618fc6522ce994460a256a236744b14,for-rent,apartment,44400,2.0,1.0,0,0,70.0
157,b78c3ee3d52777c4416f9db3560bef2c,for-sale,apartment,5874200,2.0,2.0,0,1,91.0
158,b8b35ee46f56274b83f98c589c97ab24,for-sale,apartment,2700000,1.0,1.0,0,0,38.0
159,bd15fe0b55a67736e42752d9a8b1b095,for-sale,apartment,15100000,2.0,2.5,0,1,210.0
160,bd172e72f2fbb8fbf41b6dd619a44e26,for-sale,apartment,3738022,1.0,1.0,0,0,51.74
161,ba82dccc97219687a313d0ea50ed9677,for-sale,apartment,3000000,2.0,1.0,0,0,36.5
162,bae33e414bc1f8504259bdc92203eb3c,for-rent,apartment,34000,2.0,2.0,0,0,120.0
163,bc1c16c5302a40037ac96b48cd457068,for-sale,apartment,4881431,1.0,1.0,1,1,66.0
164,bc20020d6d4a4bf5f063a760c6f47d4c,for-sale,apartment,10593000,2.0,2.5,0,1,144.0
165,bc4499854cbcba5f3371118264071243,for-sale,apartment,6180000,2.0,2.0,0,1,85.85
166,810a34219da0cb03e488ff58e4bd898b,for-sale,apartment,5333448,2.0,1.0,0,0,67.95
167,c9f87b51b21beb4e0eb60b87d03b0f8c,for-sale,apartment,5500000,2.0,2.0,0,0,90.0
168,ca3748d6122e8386d5d9d3ab7518dafa,for-rent,apartment,40000,1.0,1.0,0,1,160.0
169,b9c3de480527bc35826592412642f4f7,for-sale,apartment,3992359,1.0,1.0,0,1,46.0
170,bb0e685f03c2e937a4a8da94d3c203fb,for-sale,apartment,5887500,1.0,1.0,1,1,63.0
171,bb11ff6adbe718520790140848e04b79,for-sale,apartment,5097545,2.0,2.0,0,1,81.19
172,bb3f8485ba32794ab9ed5e371996441f,for-sale,apartment,5800000,2.0,2.5,0,1,110.0
173,50b2f2d7c6e6a0b68c4b45b2db467260,for-sale,apartment,12900000,2.0,3.0,0,1,162.0
174,b8c038cb49ef50b7e98c04fb691e62ed,for-sale,apartment,10000000,2.0,2.0,0,1,144.0
175,04e1d2add05242585a57b2005a65043b,for-sale,apartment,5000000,2.0,0.0,0,1,90.0
176,3752fd62cd7f72e6b82e134c48c20d4b,for-sale,apartment,4500000,2.0,2.0,0,1,68.0
177,5c83ea59c9fab7badb855d767abca0ee,for-sale,apartment,6700000,2.0,1.5,0,1,112.0
178,801f3e38683affd28b9d84c06fa4c2ec,for-rent,apartment,55000,3.0,3.5,0,1,150.0
179,4318d9fcdc0266c72ac96febfa0cad65,for-sale,apartment,12200000,3.0,3.0,0,0,163.0
180,392114b3679f574fe6e656b081d778eb,for-sale,apartment,6600000,3.0,2.0,0,0,137.62
181,e66d3c3dcfbca5615812b0c715e1c8ae,for-sale,apartment,5097545,2.0,2.0,0,1,81.19
182,997f2b123bbcfb59dfcd61e09cf75c69,for-sale,apartment,6600000,3.0,2.0,0,0,137.62
183,2978bd8a1b06d671ecde9105e20f34d7,for-sale,apartment,5100000,1.0,1.0,0,1,95.0
184,ce0e87114f1479ae781734018eaec73f,for-sale,apartment,14000000,3.0,2.0,0,0,211.0
185,d70a55ba76f547511303fe966480de6f,for-sale,apartment,6800000,2.0,2.0,0,0,89.0
186,0cfe2e2bed070fca15280230513b5135,for-sale,apartment,11700000,3.0,3.0,0,1,147.0
187,69fd1051e447037c84ab4cae12d0d6f5,for-sale,apartment,4681250,2.0,2.0,0,1,75.0
188,f67cddb077d798d6c1df1370994d03b7,for-rent,apartment,46770,2.0,2.0,0,0,77.0
189,0a1f14e8bbc2ab61c5ff1e916198ddfd,for-rent,apartment,43000,2.0,3.0,0,0,105.0
190,2d0505aba50796044c17051a9112a789,for-sale,apartment,9950000,3.0,2.0,0,1,129.0
191,59950cc6cd094b59ada6a228e931c993,for-rent,apartment,30000,2.0,1.0,0,0,96.0
192,323731714613d24d23df094cb96dffbe,for-sale,apartment,3690000,1.0,1.0,0,1,32.0
193,4130caad192f890132052c25f37f5df9,for-sale,apartment,10600000,2.0,2.0,0,1,155.0
194,591b865c61420f31944335309c0559fb,for-sale,apartment,7500000,2.0,2.0,0,0,103.0
195,4a50a184f7f03b19e78e56aeb1618b1d,for-rent,apartment,32000,1.0,1.0,0,0,56.0
196,382013b2035b5551a1ccb2a95b4392aa,for-sale,apartment,11700000,2.0,2.0,0,1,175.0
197,383baf454fe26c24265a56d3cd9b4f27,for-sale,apartment,4280000,2.0,2.0,0,0,63.0
198,765745e3f49fc54c2b9639d20bbfa9f3,for-sale,apartment,4280000,2.0,2.0,0,0,63.0
199,818a449f2003de1f35a801569d3a4ce8,for-rent,apartment,38000,3.0,2.0,0,1,80.0
200,802a69becd9ce8248f7bc6ebcf3c62cc,for-rent,apartment,36700,1.0,1.0,0,0,51.0
201,81a98dcf1534a49eff554000db444e19,for-sale,apartment,5000000,2.0,2.0,0,0,96.0
202,8034260eefee8aed0e13fe4d004d8886,for-sale,apartment,3845000,1.0,1.0,0,1,41.0
203,822f708fd562e1532b8c82553e1e8e19,for-sale,apartment,3700000,2.0,1.0,0,0,64.0
204,80c41e580984291737e83aedf38601e0,for-rent,apartment,27000,1.0,2.0,0,1,61.0
205,832602091c741f09e4c916ee92a0f9c3,for-sale,apartment,10200000,2.0,3.0,0,1,193.0
206,84302401be5319eeeed3347bd06c4a21,for-rent,apartment,47570,2.0,2.0,0,0,78.0
207,83c512214e09b5ba34d745846c2cdf90,for-sale,apartment,9000000,2.0,2.0,0,1,104.0
208,97696fe8c56f6bb610158fc8f85bd873,for-sale,apartment,11700000,3.0,2.0,0,0,192.0
209,d0b491ff352dd0dfabb533bd2571f6ad,for-sale,apartment,4750000,2.0,2.0,0,0,98.0
210,8453c6360a324cdd6f6f44dbb97a8f40,for-rent,apartment,27700,1.0,1.0,0,0,44.0
211,82ebb246e8e45323183aafa886bfc9b9,for-rent,apartment,27703,1.0,1.0,0,0,42.0
212,af756de59832bf0d02a7a98a3efc1698,for-sale,apartment,7280000,3.0,2.0,0,0,140.0
213,500cab65fa1886ce1b584c1d89733637,for-sale,apartment,2864103,1.0,1.0,0,1,35.0
214,4e9591b763fd2d350871c5a3ba3afe22,for-rent,apartment,24000,2.0,2.0,0,1,70.0
215,b0a64839be6957765e3a5fe0b5891424,for-rent,apartment,24000,1.0,1.0,0,1,65.0
216,3f81605b62d86021ed44ad0c2a1f0cd1,for-rent,apartment,55000,3.0,2.0,1,1,140.0
217,3f8558181eea4867d969353950b60878,for-sale,apartment,4980000,2.0,2.0,1,0,64.0
218,3f165fae289161dd44bc99a51fec61a1,for-sale,apartment,5254966,2.0,2.0,0,0,67.95
219,3f1f5b75951d51e2b164cadbc74601f7,for-sale,apartment,4000000,3.0,2.0,0,0,75.0
220,666c65ade2b7622359d0c1970349088e,for-rent,apartment,34200,1.0,1.0,0,0,55.0
221,ee5b98fcaf570b5e8a3e67568776f924,for-rent,apartment,22000,2.0,1.0,0,0,82.0
222,ede6755bda6e2490314a72b6983fe6f0,for-rent,apartment,25000,1.0,1.0,0,0,70.0
223,ee1c5d71c3d8ac34bd7218ab9b093066,for-sale,apartment,4047495,2.0,1.0,1,1,63.0
224,ec90bd17cdaba8c67ac40560f7143ab6,for-sale,apartment,7950000,2.0,2.0,0,1,108.0
225,b0c9178456b7020b0d8c774e20adb111,for-rent,apartment,30000,3.0,2.0,0,1,107.0
226,f11515152ea062d824e3b90bdd0aa5f2,for-sale,apartment,13000000,2.0,2.0,0,1,197.0
227,ed9882e09e05a55ab5573f0fc43c0207,for-sale,apartment,13000000,2.0,2.0,0,1,197.0
228,eeef1e6d23c693d45dab9bd2b999e373,for-rent,apartment,45500,2.0,2.0,0,0,75.0
229,ee814a5163b0abcc68f0f818114f93c2,for-sale,apartment,5182500,2.0,2.0,1,1,75.0
230,f155b4b06ea4dad2274aea490f518c1a,for-sale,apartment,8295000,2.0,2.0,0,1,126.0
231,ed8a974ae0559ea1ea42f0486e4b3a96,for-sale,apartment,3377945,1.0,1.0,0,1,39.0
232,ef27be3fc30662f28db3619ed4b6de7c,for-sale,apartment,10593000,2.0,2.0,0,0,144.0
233,ef3001a38af229efc56052eac5ce11ec,for-sale,apartment,10000000,2.0,2.0,0,0,100.0
234,ebc9c6203902a0554f8b605bc698359e,for-sale,apartment,8240000,2.0,2.0,0,1,165.0
235,ebee99f511301d622b8cae9e8cf6b19b,for-sale,apartment,4624000,2.0,1.0,0,0,70.0
236,ed8ed3d55de529593829121961070206,for-sale,apartment,5250000,1.0,1.0,0,1,108.0
237,edb0788ec60e408de0c5b229d9b448e1,for-sale,apartment,7750017,2.0,2.0,0,0,108.0
238,ec79aca00d0bd2077164221baa7082b7,for-sale,apartment,6100000,2.0,2.0,0,1,107.0
239,ee257a0e2c5c5976a8aa3d2ab7d6d4b4,for-sale,apartment,6855619,2.0,2.0,0,0,114.0
240,ec0c8864a055f98b42992d33a2fab73f,for-sale,apartment,4236000,1.0,1.0,0,1,38.9
241,ecafa0c182e4b573bf27126b55a52a5a,for-sale,apartment,4047417,2.0,2.0,1,0,63.0
242,ed04bf803e99a060323bf1a3141e8e6d,for-sale,apartment,13930000,2.0,2.0,0,0,160.0
243,d1c5ee5b692b0cdab0c8183308ddb034,for-rent,house,280000,0.0,0.0,0,1,945.0
244,8f0681f02e21d3172f1b9f8db136b655,for-sale,apartment,6090000,2.0,2.0,0,1,85.0
245,8eb61c8faa5c97241dc55deeecfff324,for-sale,apartment,3787162,1.0,1.0,0,1,45.0
246,538fbf3eab254fe271f083918c86e474,for-sale,apartment,12400000,3.0,3.0,0,1,240.0
247,16388dc25700aa22102d214b454bdc65,for-rent,apartment,33000,2.0,2.0,0,0,100.0
248,51393c20290da80a65f4d131ce1d2d45,for-sale,apartment,15100000,2.0,2.0,0,1,210.0
249,515b4bb3152e6130dfae0dceb92b9f68,for-sale,apartment,12200000,3.0,3.5,0,0,163.0
250,baa8b4e658ac07cc8d86f318f1a28e3e,for-sale,apartment,13000000,2.0,2.0,0,1,173.0
251,e3604faa2f7b06cd58bffe69fd26e68e,for-sale,apartment,12500000,3.0,2.0,1,1,219.0
252,e4b37bee938588f19759676866c9b60e,for-sale,apartment,4324940,1.0,1.0,0,1,43.0
253,e8f4197412ede6298369e257ec2fa350,for-sale,apartment,3130747,1.0,1.0,0,0,35.9
254,53bc42a3b04be42ffbf3647560882e4b,for-sale,apartment,10253983,2.0,2.0,0,1,102.31
255,eb61b966f82176c5b4357d95e95fe654,for-sale,apartment,10000000,2.0,3.0,0,0,194.0
256,f8358a55400da24e06ac138480bba24c,for-sale,apartment,16900000,3.0,3.0,0,1,271.0
257,f8697c8e21b07309d3906fcbd8aa2b9e,for-sale,apartment,2937542,1.0,1.0,0,0,34.0
258,fb6a682ab19902151be810036aa1c28b,for-sale,apartment,10295370,2.0,2.0,0,0,99.7
259,fc1680d8176d9ea61d6c11cf3f14eb9b,for-sale,apartment,5300000,1.0,1.0,0,0,55.0
260,53da391ea8f07865a4ebae0781325795,for-sale,apartment,8130000,2.0,2.0,0,1,166.0
261,fe5e3cd433864f9ae51be213a7540621,for-sale,apartment,15200000,2.0,3.5,0,0,186.0
262,52bf3e2bdf7ebf480db2d2ed09a88de1,for-sale,apartment,4980000,2.0,2.0,1,0,64.0
263,545e7181434c419b5320f00280613409,for-sale,apartment,5600000,2.0,2.0,0,1,76.55
